productId,category,price,avgRating
P01633,Mice,64.68,4.0
P01634,Tablets,40.49,4.2
P01635,Headphones,55.58,4.2
P01636,Speakers,130.72,4.3
P01637,Cameras,83.87,4.1
P01638,Tablets,83.43,4.3
P01639,Keyboards,224.54,3.8
P01640,Speakers,43.73,4.2
P01641,Headphones,110.23,3.7
P01642,Mice,22.34,4.1
P01643,Chargers,168.55,3.5
P01644,Laptops,90.64,3.4
P01645,Laptops,67.13,3.4
P01646,Keyboards,56.55,3.8
P01647,Tablets,229.2,4.1
P01648,Smartphones,112.57,3.6
P01649,Smartphones,52.0,4.0
P01650,Cameras,36.96,4.3
P01651,Keyboards,290.64,3.9
P01652,Speakers,46.21,4.6
P01653,Headphones,31.89,4.8
P01654,Mice,37.65,3.7
P01655,Chargers,161.95,4.0
P01656,Laptops,50.33,4.8
P01657,Laptops,77.77,3.8
P01658,Tablets,74.14,4.2
P01659,Laptops,12.07,5.0
P01660,Monitors,37.5,4.6
P01661,Smartphones,171.57,4.6
P01662,Laptops,34.34,3.9
P01663,Headphones,29.23,4.1
P01664,Speakers,27.52,4.6
P01665,Chargers,102.28,4.1
P01666,Cameras,101.22,4.5
P01667,Mice,132.86,4.7
P01668,Monitors,369.17,3.7
P01669,Chargers,67.64,4.4
P01670,Mice,34.71,5.0
P01671,Laptops,2003.53,4.9
P01672,Headphones,57.22,3.8
P01673,Monitors,28.77,3.3
P01674,Chargers,18.48,4.6
P01675,Chargers,101.43,3.9
P01676,Mice,68.95,4.5
P01677,Chargers,25.49,3.8
P01678,Laptops,100.15,4.5
P01679,Keyboards,55.91,4.6
P01680,Smartphones,120.18,2.7
P01681,Chargers,122.59,4.5
P01682,Cameras,79.19,4.9
P01683,Smartphones,52.66,4.8
P01684,Keyboards,59.23,3.6
P01685,Monitors,66.65,4.3
P01686,Speakers,65.79,4.7
P01687,Speakers,120.39,4.9
P01688,Mice,38.86,4.0
P01689,Laptops,72.2,3.9
P01690,Mice,10.63,3.8
P01691,Speakers,49.59,3.8
P01692,Headphones,211.72,4.0
P01693,Smartphones,53.46,4.1
P01694,Keyboards,124.25,3.9
P01695,Mice,61.89,3.5
P01696,Cameras,176.64,3.3
P01697,Chargers,163.44,4.0
P01698,Smartphones,99.81,5.0
P01699,Monitors,262.16,4.5
P01700,Headphones,23.33,4.0
P01701,Headphones,60.18,4.6
P01702,Cameras,37.95,3.6
P01703,Mice,158.55,3.0
P01704,Monitors,67.31,3.8
P01705,Mice,80.77,4.5
P01706,Tablets,65.28,4.9
P01707,Mice,59.88,3.8
P01708,Monitors,51.93,4.2
P01709,Tablets,4.29,3.9
P01710,Monitors,70.48,3.8
P01711,Headphones,77.39,5.0
P01712,Keyboards,121.93,4.2
P01713,Keyboards,196.94,5.0
P01714,Headphones,41.31,4.1
P01715,Mice,90.27,3.3
P01716,Keyboards,74.39,4.4
P01717,Monitors,131.23,4.2
P01718,Cameras,42.32,3.9
P01719,Headphones,9.51,4.2
P01720,Cameras,15.7,3.3
P01721,Keyboards,125.56,4.6
P01722,Laptops,51.05,4.3
P01723,Chargers,52.2,4.7
P01724,Mice,82.08,4.0
P01725,Headphones,77.45,4.1
P01726,Tablets,337.96,4.5
P01727,Tablets,79.41,4.3
P01728,Headphones,15.8,4.0
P01729,Chargers,55.27,3.9
P01730,Keyboards,30.1,3.7
P01731,Tablets,33.76,3.7
P01732,Chargers,19.89,4.4
P01733,Tablets,202.04,4.3
P01734,Laptops,31.23,4.6
P01735,Cameras,29.15,4.0
P01736,Chargers,46.51,3.4
P01737,Speakers,188.45,3.9
P01738,Chargers,79.28,4.2
P01739,Monitors,55.32,4.6
P01740,Headphones,62.07,4.0
P01741,Cameras,335.02,4.4
P01742,Speakers,115.44,4.1
P01743,Speakers,43.24,2.6
P01744,Chargers,51.58,4.0
P01745,Speakers,44.05,5.0
P01746,Cameras,27.55,4.1
P01747,Mice,37.87,3.6
P01748,Laptops,131.51,4.7
P01749,Tablets,298.99,4.4
P01750,Monitors,89.2,4.8
P01751,Speakers,33.34,2.6
P01752,Laptops,251.44,4.3
P01753,Smartphones,47.24,3.8
P01754,Chargers,74.51,4.1
P01755,Monitors,212.84,3.8
P01756,Keyboards,64.32,4.4
P01757,Monitors,130.27,4.5
P01758,Tablets,84.25,4.9
P01759,Tablets,79.0,4.5
P01760,Monitors,131.43,3.5
P01761,Headphones,80.58,3.8
P01762,Smartphones,114.92,4.5
P01763,Headphones,71.22,4.2
P01764,Laptops,199.91,4.2
P01765,Laptops,271.4,5.0
P01766,Headphones,76.34,4.0
P01767,Chargers,18.06,4.2
P01768,Mice,74.93,5.0
P01769,Headphones,71.85,5.0
P01770,Smartphones,100.96,4.8
P01771,Tablets,132.51,4.4
P01772,Cameras,175.91,4.2
P01773,Keyboards,101.31,4.9
P01774,Speakers,63.75,4.2
P01775,Headphones,33.91,4.3
P01776,Speakers,38.18,4.4
P01777,Tablets,68.19,4.1
P01778,Tablets,33.9,3.7
P01779,Monitors,43.21,4.7
P01780,Laptops,161.22,3.5
P01781,Cameras,106.01,4.1
P01782,Speakers,109.92,3.6
P01783,Tablets,81.74,4.4
P01784,Cameras,141.45,4.4
P01785,Speakers,160.02,4.1
P01786,Tablets,95.09,3.9
P01787,Tablets,52.9,3.5
P01788,Monitors,143.46,3.9
P01789,Monitors,39.46,4.3
P01790,Mice,189.05,3.6
P01791,Monitors,21.82,4.6
P01792,Headphones,84.29,4.6
P01793,Laptops,46.82,3.4
P01794,Chargers,246.96,3.3
P01795,Smartphones,65.42,4.0
P01796,Smartphones,89.0,4.1
P01797,Tablets,100.32,3.2
P01798,Headphones,42.46,4.3
P01799,Keyboards,136.43,3.8
P01800,Speakers,89.12,4.2
P01801,Headphones,73.41,4.0
P01802,Smartphones,409.61,3.8
P01803,Speakers,28.31,3.6
P01804,Headphones,19.65,4.8
P01805,Headphones,129.06,4.0
P01806,Keyboards,70.66,4.9
P01807,Monitors,101.95,5.0
P01808,Cameras,11.38,3.7
P01809,Tablets,114.6,3.7
P01810,Monitors,89.82,4.2
P01811,Laptops,71.42,3.6
P01812,Chargers,107.55,3.6
P01813,Chargers,105.08,3.7
P01814,Monitors,29.46,3.1
P01815,Headphones,64.46,4.9
P01816,Tablets,215.56,4.8
P01817,Chargers,117.96,3.2
P01818,Smartphones,104.42,4.0
P01819,Speakers,74.64,3.7
P01820,Smartphones,50.09,4.0
P01821,Chargers,77.61,3.7
P01822,Monitors,111.03,5.0
P01823,Chargers,57.41,5.0
P01824,Speakers,15.48,3.4
P01825,Cameras,31.75,4.2
P01826,Laptops,47.54,4.8
P01827,Cameras,114.66,3.9
P01828,Monitors,133.77,4.5
P01829,Keyboards,62.29,4.6
P01830,Speakers,105.85,4.5
P01831,Monitors,112.37,4.6
P01832,Keyboards,78.92,4.6
P01833,Laptops,107.56,4.4
P01834,Monitors,45.26,3.1
P01835,Laptops,52.14,4.4
P01836,Monitors,22.54,4.7
P01837,Mice,14.41,3.8
P01838,Cameras,86.92,5.0
P01839,Mice,116.1,5.0
P01840,Headphones,44.06,3.8
P01841,Smartphones,106.55,4.2
P01842,Tablets,41.49,4.2
P01843,Mice,68.68,3.8
P01844,Speakers,98.34,3.9
P01845,Monitors,85.2,4.5
P01846,Laptops,93.26,3.2
P01847,Headphones,30.01,3.4
P01848,Monitors,121.94,4.2
P01849,Tablets,99.87,4.4
P01850,Headphones,35.89,5.0
P01851,Speakers,60.65,3.8
P01852,Chargers,80.88,4.7
P01853,Laptops,33.98,4.8
P01854,Laptops,75.54,3.9
P01855,Tablets,35.79,5.0
P01856,Cameras,54.98,3.1
P01857,Monitors,92.07,3.9
P01858,Mice,217.61,3.8
P01859,Laptops,148.63,5.0
P01860,Speakers,64.76,4.0
P01861,Monitors,96.41,4.7
P01862,Speakers,130.16,3.9
P01863,Speakers,96.8,4.2
P01864,Keyboards,76.57,3.4
P01865,Monitors,29.37,4.5
P01866,Tablets,14.74,3.8
P01867,Chargers,30.4,4.2
P01868,Chargers,262.59,4.3
P01869,Speakers,99.02,4.5
P01870,Monitors,31.68,3.8
P01871,Monitors,68.97,4.4
P01872,Chargers,79.57,3.2
P01873,Tablets,112.27,3.6
P01874,Smartphones,89.64,3.3
P01875,Monitors,95.29,4.0
P01876,Tablets,39.48,3.8
P01877,Smartphones,248.98,4.6
P01878,Chargers,78.1,3.8
P01879,Laptops,30.68,2.9
P01880,Tablets,91.55,4.5
P01881,Cameras,52.12,4.8
P01882,Headphones,126.26,4.8
P01883,Smartphones,15.67,3.3
P01884,Tablets,101.17,4.2
P01885,Mice,123.25,3.9
P01886,Monitors,56.38,3.7
P01887,Mice,92.95,3.8
P01888,Headphones,40.51,3.1
P01889,Headphones,67.55,3.7
P01890,Chargers,18.38,4.7
P01891,Monitors,105.39,3.5
P01892,Headphones,33.57,5.0
P01893,Laptops,30.62,4.3
P01894,Headphones,65.44,3.6
P01895,Monitors,59.98,4.3
P01896,Speakers,81.77,3.9
P01897,Smartphones,113.83,3.6
P01898,Smartphones,17.48,4.5
P01899,Mice,60.96,4.0
P01900,Monitors,101.44,4.6
P01901,Laptops,31.88,3.1
P01902,Chargers,24.64,4.6
P01903,Smartphones,214.54,3.6
P01904,Mice,115.07,4.3
P01905,Speakers,95.91,4.9
P01906,Speakers,129.01,4.1
P01907,Tablets,55.03,3.2
P01908,Tablets,73.7,4.3
P01909,Mice,40.86,3.4
P01910,Keyboards,66.47,5.0
P01911,Keyboards,33.74,3.7
P01912,Chargers,18.35,4.5
P01913,Speakers,27.73,3.9
P01914,Monitors,553.18,4.7
P01915,Headphones,39.48,3.8
P01916,Tablets,66.34,4.2
P01917,Monitors,50.73,5.0
P01918,Headphones,25.32,5.0
P01919,Smartphones,72.28,4.0
P01920,Headphones,155.43,4.4
P01921,Tablets,18.59,3.8
P01922,Mice,120.94,4.4
P01923,Speakers,17.76,3.6
P01924,Speakers,40.43,4.3
P01925,Speakers,45.54,4.8
P01926,Speakers,56.94,4.4
P01927,Laptops,101.3,4.1
P01928,Tablets,196.29,3.8
P01929,Monitors,36.11,4.9
P01930,Smartphones,203.38,5.0
P01931,Chargers,18.23,4.7
P01932,Mice,12.65,4.1
P01933,Chargers,134.96,3.9
P01934,Mice,27.61,5.0
P01935,Mice,26.23,4.6
P01936,Cameras,125.86,5.0
P01937,Keyboards,288.84,3.6
P01938,Cameras,51.87,3.9
P01939,Cameras,58.76,4.2
P01940,Cameras,25.61,4.3
P01941,Tablets,76.71,3.8
P01942,Keyboards,78.31,4.5
P01943,Cameras,45.37,2.7
P01944,Monitors,70.93,3.6
P01945,Speakers,93.66,4.5
P01946,Smartphones,86.92,5.0
P01947,Speakers,66.82,2.9
P01948,Cameras,143.3,3.7
P01949,Laptops,21.51,4.7
P01950,Chargers,118.79,4.1
P01951,Laptops,131.53,4.4
P01952,Monitors,52.65,5.0
P01953,Mice,16.42,4.4
P01954,Speakers,40.01,4.2
P01955,Laptops,48.24,3.4
P01956,Mice,59.14,3.3
P01957,Chargers,25.84,4.2
P01958,Mice,226.8,3.9
P01959,Cameras,38.64,3.7
P01960,Headphones,28.39,4.2
P01961,Mice,48.09,4.0
P01962,Laptops,171.43,4.1
P01963,Chargers,221.28,4.0
P01964,Monitors,141.67,4.3
P01965,Monitors,127.09,4.4
P01966,Keyboards,99.07,3.4
P01967,Chargers,85.65,4.8
P01968,Tablets,121.04,3.2
P01969,Smartphones,39.6,4.4
P01970,Mice,125.3,4.0
P01971,Tablets,18.25,4.4
P01972,Laptops,55.15,4.9
P01973,Laptops,40.07,4.4
P01974,Headphones,51.07,4.2
P01975,Monitors,110.61,3.9
P01976,Keyboards,22.73,3.8
P01977,Laptops,71.32,3.9
P01978,Monitors,97.76,3.8
P01979,Cameras,31.25,3.3
P01980,Chargers,79.07,4.5
P01981,Tablets,101.69,3.7
P01982,Cameras,46.81,3.4
P01983,Monitors,29.55,4.9
P01984,Mice,162.59,3.3
P01985,Headphones,74.78,3.6
P01986,Keyboards,23.09,4.1
P01987,Smartphones,37.82,3.2
P01988,Cameras,115.02,2.6
P01989,Monitors,37.65,3.5
P01990,Mice,27.37,3.5
P01991,Laptops,55.76,3.8
P01992,Monitors,24.95,3.4
P01993,Chargers,41.97,3.7
P01994,Mice,140.45,4.1
P01995,Monitors,112.76,4.0
P01996,Chargers,135.07,3.8
P01997,Monitors,69.78,4.0
P01998,Smartphones,26.7,3.6
P01999,Tablets,59.05,4.3
